Season,Name,Team,PA,HR,R,RBI,SB,CS,OPS,wOBA,WAR,BsR,Def,Off,wRC+,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,MLBAMID,league,award_id,rookie_of_the_year,rom_Awards,rom_award_id,K%+_rank,wOBA_rank,WAR_rank,wRC+_rank,AVG+_rank,BB%+_rank,OBP+_rank,SLG+_rank,ISO+_rank,Def_rank,mean_rank,batter_rank,rookie_leader
2005,Jeff Francoeur,ATL,274,14,41,45,3,2.0,0.884404555,0.3719376140854895,3.0250817648910227,0.7837246770504862,11.157065391540527,10.0836818603609,127.02803678070823,111.60266943464632,45.69672559999091,131.3991193982675,99.09141937039746,128.2786235505505,156.3942254748732,112.81325618539624,425796,NL,NL,0,0.0,NL,40,8,2,8,9,52,23,4,5,4,15.5,6,0
2018,Brian Anderson,MIA,670,11,87,65,2,4.0,0.756716417,0.3330261275439919,3.0184291261865805,0.1195503333583474,-2.133148670196533,10.921609848974006,113.20511352699668,107.53671106794664,103.11183928231084,89.23699101862209,109.1273548885114,95.89953457000244,77.82136236446061,110.429636292926,605119,NL,NL,0,0.0,NL,14,15,6,15,18,16,10,31,41,35,20.1,13,0
2016,Gary Sánchez,NYY,229,20,34,42,1,0.0,1.032262268,0.4248079723198508,3.0091174172726114,-1.8480717344209552,4.21067202091217,17.45220537332206,170.1962983321388,115.9485141069886,130.6793448024559,120.48748943178596,116.71210789836728,154.9375802875037,215.25632999741143,106.28983730312822,596142,AL,AL,0,1.0,AL,45,1,5,1,10,9,2,1,1,12,8.7,1,4
2023,Francisco Alvarez,NYM,423,25,51,63,2,0.0,0.720860717,0.3096769219594644,3.001057787342445,-2.7861337033100426,19.984554409980777,-4.358217015509732,97.0000312389838,83.75942863017626,91.2143765143773,116.52215435560517,87.75357827555817,104.95880175954252,136.79585424752642,74.68449509980631,682626,NL,NL,0,1.0,NL,44,32,6,33,67,36,60,24,11,2,31.5,26,0
2011,Dustin Ackley,SEA,376,6,39,36,6,0.0,0.765821672,0.3370326073964437,2.9942203244121655,2.432207187404856,6.110777974128723,9.828513915525676,116.89322182236056,105.77909326740856,131.3342672275578,117.11948392315075,107.7854000256144,102.11714891520992,95.82782875139472,115.19110958007272,554429,AL,AL,0,0.0,AL,40,13,3,11,17,5,7,21,28,7,15.2,7,0
2015,Randal Grichuk,STL,350,17,49,47,4,2.0,0.876559044,0.3700213117161016,2.974913081803577,1.786384821869433,-0.0347857475280761,17.250639112760283,137.91893410404634,105.84989355058656,79.09440286361608,157.69009153114325,101.37187420695804,133.7122588625857,182.22304428209003,119.56778452365693,545341,NL,NL,0,0.0,NL,65,8,8,5,22,45,32,3,2,41,23.1,16,0
2019,Fernando Tatis Jr.,SDP,372,22,61,53,16,6.0,0.968852617,0.3983817087672148,2.97144823309395,2.258421408943832,-8.423406600952148,27.149027304333917,150.71388307778363,123.0662798038408,91.02264979778684,135.27919731644022,114.56007545154414,132.5221232713548,145.54881039604854,136.4291752328611,665487,NL,NL,0,0.0,NL,65,2,7,2,3,32,5,2,6,66,19.0,9,0
2021,Adolis García,TEX,622,31,77,90,16,5.0,0.740562617,0.3142250349858949,2.9199394191337067,0.1373549646232277,8.607568264007568,-0.7733566453668019,98.80411771724908,98.67234974410331,60.7012298093388,136.3349059050058,90.4074042218532,109.298496430142,124.69181599453051,104.7926819337178,666969,AL,AL,0,1.0,AL,49,34,3,32,31,64,49,13,12,4,29.1,26,0
2010,Ike Davis,NYM,601,19,73,71,3,2.0,0.790852084,0.3461988949976047,2.8929906577767905,-1.37117512896657,-0.455942153930664,9.974764541385875,115.75447093629484,100.7463298520831,135.58477868010374,124.44859078239725,105.76068706221535,106.53512985784144,116.58329830745168,106.24294993778388,477195,NL,NL,0,0.0,NL,39,14,5,11,20,7,14,16,14,27,16.7,7,0
2018,Max Stassi,HOU,250,8,28,27,0,0.0,0.709665158,0.3125912899971008,2.8927197388084673,-1.3828463689424098,20.879251062870026,-1.3250494330139244,100.19338872561316,90.57247999317292,110.82437652693898,135.8301883569594,99.13829490406263,94.49431344084336,100.36722850501364,102.68562335954606,545358,AL,AL,0,0.0,AL,52,30,7,27,45,10,25,33,22,1,25.2,19,1
2006,Luke Scott,HOU,249,10,31,37,2,1.0,1.047198138,0.4363251406319287,2.8658770825410533,0.964212368358858,-0.7884806394577026,22.15814420909306,165.09792137476873,123.60343082573807,135.64821166403624,105.12249218501712,124.10145117535218,140.59067237458058,167.81266628025534,126.61301140468932,432928,AL,AL,0,0.0,AL,21,1,4,1,1,2,1,1,2,30,6.4,1,5
2006,Kenji Johjima,SEA,542,18,61,76,3,1.0,0.782696206,0.3377433343206888,2.849526384391254,-3.8343306066235527,11.053754806518556,-0.3327256439601793,105.00254702784272,105.51190674428852,44.53072550643905,52.579477503300275,97.64936311004614,102.92649368699672,98.54429305254408,95.01050665927656,492706,AL,AL,0,0.0,AL,1,22,5,19,14,44,25,21,25,1,17.7,14,2
2018,Jorge Alfaro,PHI,377,10,35,37,3,0.0,0.730584171,0.3135010267525027,2.8130755223044215,0.6311561111360788,17.411252975463867,-1.637923788430807,95.07031902592546,103.10196728110613,53.20136840986937,169.65542327347148,98.99859061094756,97.57220082603756,88.98179013197696,135.13149386869694,595751,NL,NL,0,0.0,NL,62,29,8,30,25,55,28,28,28,2,29.5,28,0
2016,Tim Anderson,CHW,431,9,57,30,10,2.0,0.737589669,0.315222053527832,2.8040268620314177,3.9162712891120464,10.161613941192629,2.649679670080997,97.5523715718714,109.89656742166147,37.609473930623025,131.40478305988034,95.06209155491472,101.85170548034328,89.40575430925202,125.70171813365538,641313,AL,AL,0,0.0,AL,50,34,6,32,16,61,39,22,34,2,29.6,25,0
2014,Kevin Kiermaier,TBR,364,10,35,35,5,4.0,0.764914288,0.3329051207093632,2.799378877985876,2.0014349708799273,5.443237781524658,8.627135212966937,116.55987281238876,103.61567349265772,81.90116687102254,98.94319653837542,99.4836390441821,115.0688660565336,136.1932616945389,102.51069092886893,595281,AL,AL,0,0.0,AL,21,8,4,6,14,28,17,7,6,11,12.2,4,0
2023,Edouard Julien,MIN,408,16,60,37,3,0.0,0.839415261,0.3659617376561833,2.792961374223004,-1.1776650017127397,-2.283912315964699,16.339160001682302,135.83130699443964,106.70850850126956,187.35443129528448,135.5896218455903,120.13754651829936,111.35200621117237,118.29351405790224,125.14468976174564,666397,AL,AL,0,0.0,AL,65,8,7,5,23,1,4,17,16,57,20.3,9,1
2008,Geovany Soto,CHC,563,23,66,86,0,1.0,0.868169363,0.3725958558558561,2.781656585595754,-2.894062238978222,-1.421849250793457,11.252049848432716,120.01728297487652,106.78746010747604,120.8268431717707,125.360514217459,107.37686622611078,118.21288534047234,137.4064219668194,110.25818129013392,434567,NL,NL,1,2.0,NL,33,5,6,8,13,14,8,5,6,38,13.6,8,0
2018,Shohei Ohtani,LAA,367,22,59,61,10,4.0,0.925072914,0.389612221619585,2.7424004331619463,1.2547792892437428,-8.858024597167969,22.951960513948613,149.45424741033582,114.20467390127602,121.44597510210136,127.53773470790732,113.14808485300016,135.4811634989398,167.34250738362354,118.86047578347764,660271,AL,AL,1,2.0,AL,41,3,9,2,10,8,5,2,2,58,14.0,6,0
2005,Jonny Gomes,TBR,407,21,61,54,9,5.0,0.90640394,0.3868980625529348,2.7259895033012116,2.1453057539183646,-9.120386481285095,22.559873103472164,141.07719321561885,105.01633646309789,122.06036908479916,175.90035617738724,112.41611434143302,125.68391641437834,160.96140153523112,118.9478362178426,430404,AL,AL,0,0.0,AL,53,5,3,3,18,12,7,5,3,51,16.0,7,0
2023,Josh Jung,TEX,515,23,75,70,1,3.0,0.781090302,0.3341787888008414,2.7120604319200217,-3.4370016693137586,5.178186058998108,4.406389079600118,112.71054124624476,107.67169936173526,69.57579591097348,126.72034911676673,99.2314311239038,113.2817669920256,121.66818645472162,114.780392509797,673962,AL,AL,0,2.0,AL,54,25,8,20,21,60,35,14,15,13,26.5,18,0
2014,Billy Hamilton,CIN,611,6,72,48,56,23.0,0.647598589,0.2874619759792505,2.7078906140632975,7.311047374503687,13.229528546333311,-7.046810966059262,79.06580426929682,97.68293767111548,71.1003718690601,95.73693981412828,91.35404537137204,89.81584342509207,75.31916441283349,100.18004746912274,571740,NL,NL,0,1.0,NL,19,34,5,36,27,35,34,32,35,4,26.1,22,0
2023,Zack Gelof,OAK,300,14,40,32,14,2.0,0.840370369,0.3569594904730551,2.706812383034125,2.2418308542110026,3.069982886314392,13.814905243130871,132.19548054268765,108.06734336266764,103.5133225590842,118.13245796273937,106.20417474798629,122.30893719702134,143.59850158148663,111.92980241230195,680869,AL,AL,0,1.0,AL,47,10,9,7,18,20,19,6,7,25,16.8,6,0
2009,Chris Coghlan,MIA,565,9,84,47,8,5.0,0.849997175,0.3741565433996064,2.6885723769442498,2.8588631860911846,-12.171712398529053,21.32820007146498,126.56132617362408,120.9517060021782,101.15709260502666,77.93305685228124,114.99661090200615,109.06628963676314,88.85851739643675,120.80899802132352,458085,NL,NL,1,1.0,NL,5,4,3,4,1,21,1,6,23,48,11.6,4,2
2003,Angel Berroa,KCR,635,17,92,73,21,5.0,0.789119696,0.3400533295602136,2.68766218262529,2.656907190219499,2.0927653312683105,3.305265681039634,100.81595426804596,107.36876910510988,55.290109158047905,100.27039321999524,101.10331356516082,105.35609379830215,102.004745905874,108.3038777421709,407556,AL,AL,1,1.0,AL,14,11,4,13,8,38,9,8,12,18,13.5,6,0
2009,Garrett Jones,PIT,358,21,45,44,10,2.0,0.938387359,0.3934398012501853,2.684409394050818,2.048618473112583,-5.049610376358032,20.65434857504182,142.22897983501846,110.25180271317878,120.488579055598,121.39757198634096,109.63415046302332,134.3146684500581,175.22673205056864,106.77204030435804,434540,NL,NL,0,1.0,NL,28,2,4,2,8,9,4,2,2,40,10.1,2,0
2023,Patrick Bailey,SFG,353,7,29,48,1,0.0,0.643795989,0.2817779229237483,2.6727361708650053,-0.3329713745042681,25.31872069835663,-10.590460582485438,76.54432662096742,93.24017397301536,67.51018989400656,126.93502751292436,88.12859337036664,86.16562007918237,75.54109961704877,105.61992402603208,672275,NL,NL,0,0.0,NL,56,57,10,54,48,62,58,47,52,1,44.5,48,1
2002,Mark Ellis,OAK,404,6,58,35,4,2.0,0.752788756,0.335261479208741,2.6673103419731303,4.830862236965913,5.360305309295654,7.59216968236656,105.5502013155345,103.10946787995816,129.3512360586711,82.26567503942218,108.13282408606896,92.72118248984948,75.66061286645885,104.5370725141236,407885,AL,AL,0,0.0,AL,6,10,3,8,10,6,6,15,21,5,9.0,4,0
2022,Brendan Donovan,STL,468,5,64,45,2,3.0,0.772520906,0.3487786563680919,2.6631122758447296,-2.42754833586514,-2.855606511235237,12.046193668812853,126.61880826976916,115.79400947449793,153.43563145944037,66.14181805438457,125.57807637672904,95.11729983944728,62.70515998171042,113.3786144339496,680977,NL,NL,0,0.0,NL,4,7,6,8,9,3,1,41,64,51,19.4,9,1
2010,Giancarlo Stanton,MIA,396,22,45,59,5,2.0,0.832721363,0.3559603931047977,2.66118850734028,0.1522050923667848,4.933685779571533,8.618331135074811,117.84133588341342,98.9100305929632,97.17099319066892,168.3430899244106,98.1320348801065,122.81279975785556,164.3031001209829,109.38227679065618,519317,NL,NL,0,0.0,NL,58,7,6,8,24,22,23,2,1,9,16.0,5,1
2002,Bobby Kielty,MIN,348,12,49,46,4,1.0,0.889601478,0.3869790651423986,2.660444032548133,2.652856183471158,-3.580165684223175,18.36270196497892,136.65793653700126,109.99456584862834,177.46935494147854,116.72690293687292,122.18116326120445,113.94344376243562,120.42865740284373,115.64664636703932,282878,AL,AL,0,0.0,AL,16,3,4,3,5,1,1,4,6,31,7.4,3,2
2009,Colby Rasmus,STL,520,16,72,52,3,1.0,0.713969111,0.3114376879530027,2.6564391545715895,5.88426598533988,11.474578022956848,-1.2284004183834796,88.88585659368009,94.47048392448087,74.65657738892165,104.47194896351606,90.53720843000194,96.47439357381384,99.88147234488213,93.36115885402624,458675,NL,NL,0,0.0,NL,21,30,5,24,29,37,35,20,19,4,22.4,19,0
2004,Bobby Crosby,OAK,623,22,70,64,7,3.0,0.744458299,0.3238380744233486,2.648154639127569,-0.6250586984679103,11.827016353607178,-5.890607133971448,93.38307629012068,88.16079864759084,109.5506063662534,138.3967881989827,94.1895489141203,98.01858806486877,114.30881621602514,92.84030487883835,425853,AL,AL,1,1.0,AL,36,21,2,19,34,7,28,17,12,1,17.7,15,1
2018,Jeff McNeil,NYM,248,3,35,19,7,1.0,0.852258651,0.3676600620579817,2.6472163864590543,3.9290801268070936,3.203557670116425,14.912089296175022,136.27271316078327,129.60808305248358,62.902513105944294,44.85280103382039,116.6013698283561,112.94834068914189,87.06769296008564,119.32349774320106,643446,NL,NL,0,0.0,NL,1,5,10,5,1,46,4,12,32,8,12.4,3,2
2019,Cavan Biggio,TOR,430,16,66,48,14,0.0,0.793014894,0.3425743363120339,2.6368244613807317,2.8398125553503633,0.6819902807474136,10.889740312033762,114.647366503689,92.40376060589924,194.21168103562104,125.10463364124962,112.48969048318926,97.56536598745568,104.5932975528206,103.43457740071742,624415,AL,AL,0,0.0,AL,59,18,8,17,47,1,7,31,20,23,23.1,16,1
2011,Brett Lawrie,TOR,171,9,26,25,7,1.0,0.952781065,0.4074068140415918,2.594068151739471,2.157001645071432,5.4831342697143555,13.415854008883896,156.5435967187079,113.54397614232408,115.51271244335705,101.05446040705692,115.32682404524468,141.89141123170177,190.57759484151572,108.23036342876124,543434,AL,AL,0,0.0,AL,32,1,4,1,7,10,1,1,1,10,6.8,1,5
2015,Addison Russell,CHC,523,13,60,54,4,3.0,0.695987093,0.3036966788081022,2.5609478910345014,0.2982049374841153,14.031853675842283,-6.060194688841383,89.56622868449168,93.00518753093978,101.05055909914174,142.9434776131127,94.56646589457524,95.03391050204482,98.56610098513748,105.93452643366147,608365,NL,NL,0,0.0,NL,56,45,9,46,48,26,43,44,37,2,35.6,37,0
2006,Mike Napoli,LAA,325,16,47,42,2,3.0,0.81522388,0.356707714337569,2.5317021330989116,1.7563922563567758,7.033376216888428,7.925906836693201,114.69910700392002,82.66652757690404,189.37204728175135,171.56032946302963,105.8519096218752,103.98432680753528,140.11738223948302,90.48296925129362,435063,AL,AL,0,0.0,AL,47,12,6,10,44,1,7,18,5,6,15.6,8,1
2016,Ryan Schimpf,SDP,330,20,48,51,1,1.0,0.868972331,0.3623543611360252,2.5043162540391357,1.352637600619346,1.159077450633049,12.833812230098362,128.24916587904983,83.46221741196669,147.2847381545147,155.08728300769127,101.87680168984616,125.21577198021056,191.17292872585813,85.24913565013402,572114,NL,NL,0,1.0,NL,57,11,7,8,55,6,23,4,2,22,19.5,10,0
2007,Ryan Braun,MIL,492,34,91,97,15,5.0,1.00406504,0.4211834638764562,2.499070231763888,1.2637666908558458,-26.90374982357025,36.27369479972156,154.80756184452525,118.69124565148029,66.7549409206151,138.435477434974,108.11094182935872,145.4619328495224,190.19987552729336,118.71397179694983,460075,NL,NL,1,2.0,NL,42,1,5,1,5,39,10,1,1,49,15.4,9,4
2018,Gleyber Torres,NYY,484,24,54,77,6,2.0,0.819822935,0.3491903961946567,2.4978565763724325,-1.7587875109165907,-2.8244314193725586,10.542761314280652,121.26085756922556,108.67436734682198,104.53251408305536,115.66955364478711,106.5248862748428,115.28472567374538,125.1836818902491,108.98333777752552,650402,AL,AL,0,1.0,AL,30,11,11,11,17,14,14,9,12,40,16.9,11,0
2012,Todd Frazier,CIN,465,19,55,67,3,2.0,0.828813126,0.3539471198515645,2.4913414077335587,1.9456612644717095,-3.827911853790283,13.463082133608916,120.78334823478056,104.44714936466131,93.8009758568378,115.35470530257643,101.41901254582903,120.27756029923547,147.30367403481804,104.10735769077148,453943,NL,NL,0,1.0,NL,37,10,5,9,22,23,20,6,4,49,18.5,12,0
2023,Yainer Diaz,HOU,377,23,51,60,0,0.0,0.845720476,0.3535316546968819,2.486430621958482,-1.6875718333758414,1.0823370218276978,10.95911083096712,127.99643241355776,114.15564434010628,34.84941413198007,84.8334271846545,97.06398298796545,130.6435770484089,155.29116178899784,98.50144239868466,673237,AL,AL,0,0.0,AL,8,12,11,9,9,78,41,3,4,37,21.2,11,0
2016,Willson Contreras,CHC,283,12,33,35,2,2.0,0.844985697,0.3626365345695415,2.4808949214911,-1.1531643136404457,7.428513765335083,7.8301120960564194,125.7739851152118,108.16968324676274,106.31861424607844,115.39558540995176,108.09390381468332,114.7507027200046,125.14659206239143,111.2893170927373,575929,NL,NL,0,0.0,NL,43,10,8,9,19,23,15,12,13,5,15.7,6,0
2005,Jeremy Reed,SEA,544,3,61,45,12,11.0,0.674681238,0.3010494559726821,2.456060168335134,0.4951679354999214,15.614623308181764,-9.4924800131618,84.96445012053869,94.7571291785461,112.3949560588266,86.18178861603563,97.3942112060254,82.88093272119742,62.609427643825065,99.11633955100504,430598,AL,AL,0,0.0,AL,21,43,4,38,36,19,31,47,42,1,28.2,27,1
2011,Desmond Jennings,TBR,287,10,44,25,20,6.0,0.805026514,0.3548403536051828,2.455730315345108,3.957425761735067,0.5908565521240234,13.1850304680439,127.61165901868152,100.29648224955749,133.34775480959553,114.5935091157161,110.02199617567857,109.9395967291754,126.50146346049948,103.1923528152352,457775,AL,AL,0,0.0,AL,37,6,5,5,27,4,5,15,10,26,14.0,5,0
2019,Mike Yastrzemski,SFG,411,21,64,55,2,4.0,0.851666556,0.3525386545943748,2.453096180959054,0.5195223931223154,0.6977658271789551,11.446865606806773,120.15148698863632,105.56674661192702,87.87782775817028,119.10314467635588,100.99359415687886,116.27756940083523,131.03316082588643,108.27712333809224,573262,NL,NL,0,0.0,NL,48,15,9,14,23,37,25,12,10,22,21.5,14,0
2015,Eddie Rosario,MIN,474,13,60,50,11,6.0,0.747908493,0.3155516862359821,2.443880284486008,4.776800255756825,4.647522449493408,2.88819532828911,96.55683014203484,104.35695714085114,41.14103930609798,125.68845145847855,90.69480021209282,111.11812569623136,122.12243415651926,112.194515787582,592696,AL,AL,0,0.0,AL,46,38,10,37,28,64,51,23,27,13,33.7,32,0
2017,Mitch Haniger,SEA,410,16,58,47,5,4.0,0.842593144,0.3595349567152177,2.4382896593900436,-1.5239978614263237,-2.2108845710754395,13.173053880525517,129.05370368950528,110.00022415427613,89.77137930475554,106.5221247514844,108.49808089917144,114.10537940561,120.16223660151957,113.62797861443512,571745,AL,AL,0,0.0,AL,25,9,3,8,13,33,8,12,18,39,16.8,8,0
2012,Norichika Aoki,MIL,588,10,81,50,30,8.0,0.787253408,0.3436598851762968,2.437701053708211,0.7231298061087728,-4.099313139915466,9.4815017103587,112.4985400666294,110.56027679738143,88.60310443147888,48.7120494390849,108.57821509291254,104.581999536937,94.37573449962852,100.33535216606376,493114,NL,NL,0,0.0,NL,1,13,6,12,12,29,7,17,27,51,17.5,11,1
2002,Ramón Vázquez,SDP,474,2,50,32,7,2.0,0.705651171,0.3143937329196522,2.4224266977778908,2.526878041040618,9.298794031143188,-0.5081416772473784,94.879263635567,103.16601222491283,101.7377580288512,101.99408070433029,101.2302233216295,85.5118119297989,55.6537280992781,111.8129207541842,407496,NL,NL,0,0.0,NL,13,17,5,15,9,12,11,23,28,3,13.6,13,0
2006,Russell Martin,LAD,468,10,65,65,10,5.0,0.791604963,0.3395391897438398,2.39760749010269,-1.3644701687153429,8.593964576721191,0.5917667721529085,103.19691094036229,103.57371797056425,108.25770785122936,74.14050498388653,103.62428547329792,98.66181901887045,90.79053071494882,100.85056225587022,431145,NL,NL,0,0.0,NL,5,21,7,21,19,7,14,26,28,3,15.1,7,0
2021,Dylan Carlson,STL,619,18,79,65,2,1.0,0.780311443,0.335811676917138,2.393491856808969,-0.0362684719730168,-5.8897545337677,8.990860700222518,111.45543971152256,106.73351134161058,100.25031598028144,110.10487279734728,105.14897783194016,104.02569820494922,100.09377085216884,112.58727536435067,666185,NL,NL,0,0.0,NL,27,12,4,10,15,29,12,24,33,62,22.8,12,0
2017,Manuel Margot,SDP,529,13,53,39,17,7.0,0.721124229,0.3094367250574357,2.373866053142845,3.2565166181884706,9.08822512626648,-3.4437591899512636,90.14537693228216,100.5827998876112,73.53631149614593,95.40570269315717,93.67938261318749,93.45920321203307,82.87733495220121,101.27029380583016,622534,NL,NL,0,0.0,NL,16,38,4,38,28,40,45,40,39,2,29.0,25,0
2013,Jedd Gyorko,SDP,525,23,62,63,1,1.0,0.745396824,0.3249532512126078,2.355485704554559,0.1401644740253687,0.0751535892486572,5.956431045041347,109.85036707096704,96.5925295171554,78.64740011195418,123.48173766065156,93.23599477668093,110.92186461652472,136.7631090084401,95.58489486422413,576397,NL,NL,0,0.0,NL,39,15,2,13,29,36,34,11,9,31,21.9,17,0
