,Season,Name,Team,G,PA,HR,R,RBI,BB,SO,SB,CS,AVG,BB/K,wOBA,Def,Off,wRC+,BB%+,K%+,OBP+,SLG+,ISO+,WPA,WPA/LI,Clutch,WAR,MLBAMID,decade,sb_att,sb_pct,WAR/G,league,award_id,K%+_rank,wRC+_rank,BB%+_rank,BB/K_rank,OBP+_rank,SLG+_rank,ISO+_rank,WAR_rank,WAR/G_rank,wOBA_rank,Def_rank,Off_rank,PA_rank,WPA_rank,WPA/LI_rank,Clutch_rank,mean_rookie_rank,rookie_rank,pos,mean_mlb_rank,mlb_rank,key_bbref,awardID,yearID_x,lgID,pointsWon,pointsMax,votesFirst,unanimous,vote_share,vote_getter,WPA/G,rookie_of_the_year,_merge,yearID_y,playerID,POS,Def_int_Off,wOBA_int_BB/K,PA_int_WAR,PA_int_wRC+,PA_int_K%+,PA_int_BB%+,PA_int_OBP+,wRC+_int_WAR,wOBA_int_WAR,OBP+_int_SLG+,OBP+_int_ISO+,wRC+_int_WPA,wOBA_int_WPA,BB%+_int_K%+,Def_int_Off_int_WPA,Def_int_Off_int_WAR
37,1990,David Justice,ATL,127,504,28,76,78,64,92,11,6,0.282460136,0.695652173,0.3997437756061553,-12.30087184906006,25.902762266899376,144.76144868715645,144.90723460426375,129.9944754496365,112.819880946482,134.85065235040733,190.59711175776425,2.7455482482910156,3.5288517475128174,-0.5397963416285334,3.3090168474925012,116798,1990s,17,0.6470588235294118,0.0260552507676574,NL,AL,10,2,3,4,3,2,2,1,1,1,11,1,4,1,1,7,3.375,1,1B,63.25,35,justida01,Rookie of the Year,1990.0,NL,118.0,120.0,23.0,0.0,0.9833333333333332,1,0.0216184901440237,1.0,both,1990.0,justida01,1B,-318.6265591817977,0.27808262614364637,1667.7444911362206,72959.77013832684,65517.215626616795,73033.24624054894,56861.21999702693,479.0180725732219,1.32275888816103,15213.834543728388,21503.14345725429,397.4495418630921,1.0975158228807165,18837.13995123868,-874.8045914205783,-1054.340652391135
39,1996,Todd Hollandsworth,LAD,149,526,12,64,59,41,93,21,6,0.290794979,0.440860215,0.3450745715263703,-15.686782360076904,12.527598027494316,116.78173942422478,87.59376249334039,107.7248775687015,102.6249895469423,103.58456004930795,96.19403549503475,2.145808219909668,2.0707764625549316,0.221771669369267,1.178928342703707,116075,1990s,27,0.7777777777777778,0.0079122707564007,NL,AL,6,1,2,5,5,3,3,4,5,2,8,1,3,2,1,3,3.375,2,LF,117.375,117,hollato01,Rookie of the Year,1996.0,NL,105.0,140.0,15.0,0.0,0.75,1,0.0144013974490581,1.0,both,1996.0,hollato01,LF,-196.51770375183204,0.15212964979414847,620.1163082621498,61427.19493714224,56663.28560113699,46074.31907149705,53980.74450169165,137.6773025174575,0.4068181927187755,10630.364392284846,9871.911887156139,250.59121639185048,0.740463852063092,9436.027340377012,-421.6893040684542,-231.68029079608542
40,1996,Jason Kendall,PIT,130,471,3,54,42,35,30,5,2,0.299516908,1.166666666,0.3387079546696769,-3.727504253387451,1.0508256815977854,101.8109636762783,83.50686924975965,38.80781134890695,109.6444925882344,94.99142075925438,66.63876667351443,2.824476480484009,0.7117520570755005,1.9197724915316925,1.063512500906805,116974,1990s,7,0.7142857142857143,0.0081808653915908,NL,AL,1,5,3,1,1,6,6,5,4,4,5,5,4,1,3,1,3.4375,3,C,107.5,99,kendaja01,Rookie of the Year,1996.0,NL,30.0,140.0,1.0,0.0,0.2142857142857142,1,0.0217267421575692,0.0,both,1996.0,kendaja01,C,-3.916957197724513,0.3951592802221511,500.9143879271051,47952.963891527084,18278.479145335175,39331.735416636795,51642.556009058404,108.27723259909061,0.3602201439477768,10415.286129383921,7306.5737586232335,287.56267235905983,0.9566726517173462,3240.7188281825115,-11.063353480035438,-4.165732945296907
41,1979,Alfredo Griffin,TOR,153,689,2,81,31,40,59,20,16,0.286858974,0.677966101,0.315539681096665,12.055760383605955,-13.555788186802292,86.58213164305297,67.55323524398183,73.03133105232625,99.55962303389754,89.07405521299788,55.43622065310067,-1.7131861448287964,-1.1421273946762085,-0.5872932623696006,2.1665655149229877,115137,1970s,36,0.5555555555555556,0.0141605589210652,AL,AL,1,5,4,2,3,4,4,1,1,4,1,6,1,6,6,6,3.4375,3,SS,134.5625,151,griffal01,Rookie of the Year,1979.0,AL,7.0,28.0,7.0,0.0,0.25,1,-0.0111972950642405,1.0,both,1979.0,griffal01,SS,-163.42533419100468,0.2139252073038894,1492.7636397819385,59655.0887020635,50318.58709505279,46544.17908310348,68596.5802703554,187.58586062636098,0.6836373916538314,8868.179359106645,5519.2092306466675,-148.33130832062128,-0.5405782097985034,4933.50268675891,279.978018250045,-354.0716933229954
42,2010,Jason Heyward,ATL,142,623,18,83,72,91,128,11,6,0.276923076,0.7109375,0.3772188731245756,-0.9679598808288574,26.96152984835204,133.70793264439845,165.3127149526586,111.35437656770206,118.466161768081,110.41083506300065,118.53041481439364,4.764708518981934,3.860374212265014,0.8514147759055506,4.671300712076075,518792,2010s,17,0.6470588235294118,0.0328964838878596,NL,AL,14,2,2,2,1,7,5,1,2,1,10,1,3,1,1,2,3.4375,1,RF,49.875,16,heywaja01,Rookie of the Year,2010.0,NL,107.0,160.0,9.0,0.0,0.66875,1,0.0335542853449431,0.0,both,2010.0,heywaja01,RF,-26.097679218974523,0.2681790426120029,2910.220343623395,83300.04203746024,69373.77660167839,102989.82141550632,73804.41878151445,624.5899609719984,1.7621027906353646,13079.947847522344,14041.8432958397,637.0793257262279,1.7973379782974304,18408.29431226754,-124.34783450030568,-121.91010751912867
43,1981,Mookie Wilson,NYM,92,350,3,49,14,20,59,24,12,0.271341463,0.33898305,0.3126608968124609,2.567901313304901,-0.8998127936745908,96.70783705579916,65.85959054727903,143.41259313941217,96.75927621401333,98.90537316128716,88.53355258180568,0.1296478807926178,-0.3046526610851288,0.4308877318543574,1.3896459228939675,124434,1980s,36,0.6666666666666666,0.0151048469879779,NL,AL,5,4,5,5,5,3,3,3,3,3,1,3,4,3,5,1,3.5,3,CF,103.8125,123,wilsomo01,Rookie of the Year,1981.0,NL,1.0,120.0,0.0,0.0,0.0083333333333333,1,0.0014092160955719,0.0,both,1981.0,wilsomo01,CF,-2.310630454605534,0.10598674441722328,486.37607301288864,33847.7429695297,50194.407598794256,23050.85669154766,33865.746674904665,134.38965147648545,0.43448794050380773,9570.012320763044,8566.442468470808,12.537966130322156,0.0405358226784549,9445.094663485203,-0.29956834173449054,-3.2109581905572147
44,2002,Bobby Kielty,MIN,112,348,12,49,46,52,66,4,1,0.290657439,0.787878787,0.3869790651423986,-3.580165684223175,18.36270196497892,136.65793653700126,177.46935494147854,116.72690293687292,122.18116326120445,113.94344376243562,120.42865740284373,2.112013816833496,1.276543140411377,0.6931204364920649,2.660444032548133,282878,2000s,5,0.8,0.0237539645763226,AL,AL,4,2,1,2,1,2,3,4,4,2,9,3,10,2,4,3,3.5,3,1B,76.125,51,kieltbo01,Rookie of the Year,2002.0,AL,5.0,140.0,0.0,0.0,0.0357142857142857,1,0.0188572662217276,0.0,both,2002.0,kieltbo01,1B,-65.741515444635,0.304892596438787,925.8345233267503,47556.96191487644,40620.962222031776,61759.33551963453,42519.04481489915,363.5707917602065,1.0295361445791495,13921.742504882013,14714.113451464507,288.62345014610173,0.8173051324060554,20715.448168523413,-138.8469889586418,-174.90162245535012
46,1979,John Castino,MIN,148,445,5,49,52,27,72,5,2,0.284987277,0.375,0.3264810310469733,5.969821453094482,-2.896544180670246,94.0425494013212,70.60072120819333,137.99041271478956,99.00063002512164,97.19457037847587,80.68579651715994,-0.6383821368217468,-0.4778017699718475,-0.142420512913364,1.81145071828768,112120,1970s,7,0.7142857142857143,0.0122395318803221,AL,AL,6,3,3,6,4,2,2,3,3,2,2,4,4,4,4,4,3.5,4,3B,139.5,162,castijo01,Rookie of the Year,1979.0,AL,7.0,28.0,7.0,0.0,0.25,1,-0.0043133928163631,1.0,both,1979.0,castijo01,3B,-17.291851589601215,0.12243038664261499,806.0955696380177,41848.93448358793,61405.73365808135,31417.320937646033,44055.28036117913,170.3534436626279,0.5914042981973421,9622.323702490137,7987.9446892775995,-60.03508363898011,-0.20841965823153388,9742.222657480394,11.038809167374144,-31.323336982507083
48,1986,Wally Joyner,LAA,154,674,22,82,100,57,58,5,2,0.29005059,0.98275862,0.3503692888813774,-3.948353767395019,13.49180842056994,116.3430143574286,95.79643161936308,57.238005579978655,105.57515931476888,112.02989148488402,114.0480257419413,5.128983497619629,2.071896553039551,2.9727917898053047,3.277391452724438,116780,1980s,7,0.7142857142857143,0.0212817626800288,AL,AL,1,5,9,1,2,7,9,2,3,4,6,2,2,1,1,1,3.5,1,1B,57.625,26,joynewa01,Rookie of the Year,1986.0,AL,98.0,140.0,12.0,0.0,0.7,1,0.0333050876468807,0.0,both,1986.0,joynewa01,1B,-53.270432606329166,0.3443284388314438,2208.9618391362715,78415.19167690688,38578.41576090561,64566.794911450714,71157.65737815422,381.30160083923306,1.1482973126769658,11827.5736415329,12040.638487240316,596.7214007025749,1.7970383007453092,5483.196687571148,-273.2231697489209,-174.58806050691643
49,2000,Lance Berkman,HOU,114,417,21,76,67,56,73,6,2,0.297450424,0.767123287,0.4020394873447143,-7.027773857116699,18.706060915475085,132.38824846622984,134.32076463176395,108.04587663033028,110.8077328177693,125.65466165143246,152.05923505167945,1.5540999174118042,1.877212643623352,-0.3145040142744593,2.36547665336487,204020,2000s,8,0.75,0.020749795204955,NL,AL,9,1,3,3,3,1,1,2,2,1,8,1,10,2,1,8,3.5,1,1B,83.25,58,berkmla01,Rookie of the Year,2000.0,NL,1.0,160.0,0.0,0.0,0.00625,1,0.013632455415893,0.0,both,2000.0,berkmla01,1B,-131.46196587140827,0.30841385303567215,986.4037644531508,55205.899610417844,45055.130554847725,56011.758851445564,46206.8245850098,313.16131092673425,0.9510150210447027,13923.50817557913,16849.339090080877,205.7445660076612,0.6248095340787045,14512.804764295199,-204.30503030354902,-310.9702110742656
51,1975,Gary Carter,WSN,144,590,17,58,68,72,83,5,2,0.270377733,0.867469879,0.353487492962317,2.574304521083832,9.028817650535649,112.82373336226098,131.07694208088913,118.7221501929068,107.18739642208811,108.4029401208896,123.00457589821424,1.880821704864502,1.7508931159973145,-0.1186737867667693,3.233752434536143,112061,1970s,7,0.7142857142857143,0.0224566141287232,NL,AL,8,4,1,2,2,4,4,2,2,3,3,3,5,2,3,9,3.5625,2,3B,72.8125,60,cartega01,Rookie of the Year,1975.0,NL,9.0,24.0,9.0,0.0,0.375,1,0.0130612618393368,0.0,both,1975.0,cartega01,3B,23.24292609781542,0.3066397527480345,1907.9139363763243,66566.00268373398,70046.068613815,77335.39582772458,63240.56388903199,364.8440224336681,1.1430910409449704,11619.428916057674,13184.540238532714,212.2013265315857,0.6648469491616638,15561.736404554264,43.71579988933282,75.16186885455427
54,2004,Khalil Greene,SDP,139,554,15,67,65,53,94,4,2,0.272727272,0.563829787,0.3386297719913293,4.190460920333862,9.57113508578986,109.6000650176658,105.74860217300775,103.82004789503168,102.25729961930504,102.1444980234198,103.67874085190752,1.0032083988189695,0.3960061967372894,0.5817531618087035,3.158218760423576,425867,2000s,6,0.6666666666666666,0.0227209982764286,NL,AL,5,3,2,4,4,6,8,1,1,7,4,2,3,2,4,1,3.5625,1,SS,108.75,87,greenkh01,Rookie of the Year,2004.0,NL,108.0,160.0,7.0,0.0,0.675,1,0.0072173266102084,0.0,both,2004.0,greenkh01,SS,40.1074675402387,0.19092955221372976,1749.6531932746611,60718.43601978685,57516.30653384755,58584.725603846295,56650.54398909499,346.1409814824358,1.0694668987409741,10445.02053884435,10601.90806744579,109.95170573682746,0.3397162313518542,10978.824942434316,40.236148291726664,126.66815641866148
55,1978,Bob Horner,ATL,89,359,23,50,63,24,42,0,0,0.266253869,0.571428571,0.3710872474011411,0.1115691661834716,9.59611863731368,123.8927087370393,74.68305143849187,94.78131684067864,94.84380062171044,139.8211595804326,220.97815867492537,-0.2477801740169525,1.4930614233016968,-1.7170978116190807,2.322108076404745,116154,1970s,0,0.0,0.0260911019820757,NL,AL,6,1,5,5,5,1,1,4,1,1,5,1,8,5,1,8,3.625,2,3B,99.9375,94,hornebo01,Rookie of the Year,1978.0,NL,12.0,24.0,12.0,0.0,0.5,1,-0.0027840468990668,1.0,both,1978.0,hornebo01,3B,1.0706309549627588,0.21204985549875752,833.6367994293034,44477.48243659711,34026.49274580363,26811.215466418584,34048.92442319405,287.69225956593965,0.8617046942409954,13261.170181942909,20958.408423117315,-30.69815693029521,-0.09194806273652663,7078.557961020399,-0.2652811243286084,2.486120787367947
56,1987,Mark McGwire,OAK,151,641,49,97,118,71,131,1,1,0.289048473,0.541984732,0.4106850386795839,-15.538888931274414,45.884276888205264,156.81114286042367,123.91664582418224,132.89405188058916,110.88592285162784,145.1405220222361,204.67104960276225,3.342223882675171,4.441563129425049,-1.13719219269338,5.135818122513248,118743,1980s,2,0.5,0.0340120405464453,AL,AL,11,1,1,6,4,1,1,1,1,1,12,1,3,1,1,12,3.625,1,1B,62.875,33,mcgwima01,Rookie of the Year,1987.0,AL,140.0,140.0,28.0,1.0,1.0,1,0.0221339329978488,1.0,both,1987.0,mcgwima01,1B,-712.9906822576631,0.2225850206251639,3292.059416530992,100515.94257353157,85185.08725545765,79430.56997330082,71077.87654789345,805.3535093145778,2.109203664295661,16094.040727602664,22695.13821621359,524.0979467376961,1.3726013445322816,16467.785159027466,-2382.974486366426,-3661.7904671219912
59,1981,Juan Bonilla,SDP,99,407,1,30,25,25,23,4,9,0.289972899,1.086956521,0.3101873793674789,-5.01874852180481,-3.456941840273745,97.9008795243378,70.79501409601619,48.076932005384315,102.72103887296704,91.51899731859528,47.694843183193555,-0.9418421387672424,0.4495905339717865,-1.3070234567492125,0.5863846410314961,111198,1980s,13,0.3076923076923077,0.0059230771821363,NL,AL,1,3,3,2,3,5,5,4,4,5,4,5,1,5,3,5,3.625,4,2B,103.0,121,bonilju01,Rookie of the Year,1981.0,NL,5.0,120.0,0.0,0.0,0.0416666666666666,1,-0.0095135569572448,0.0,both,1981.0,bonilju01,2B,17.349521750839056,0.3371601947353821,238.65854889981892,39845.65796640548,19567.311326191415,28813.57073707859,41807.46282129759,57.407572096546566,0.18188911510289962,9400.926481178392,4899.263840660892,-92.20717375839644,-0.29214754480207233,3403.6070790143945,-16.34051067239905,10.173493083933893
60,1976,Hector Cruz,STL,151,577,13,54,71,42,119,1,0,0.228136882,0.352941176,0.2872438398140479,-13.454513549804688,-15.23059405778942,76.20043830888831,82.74973962069177,173.75214289699448,86.9821536349365,90.42360687819576,98.75494185151824,-2.660102128982544,-2.2420358657836914,-0.3024944762518093,-0.9677192895806888,112899,1970s,1,1.0,-0.0064087370170906,NL,AL,4,4,3,4,4,4,2,4,4,4,4,4,2,4,4,3,3.625,4,3B,165.5625,199,cruzhe01,Rookie of the Year,1976.0,NL,2.0,24.0,2.0,0.0,0.0833333333333333,1,-0.0176165703906128,0.0,both,1976.0,cruzhe01,3B,204.9202341221025,0.10138017862272569,-558.3740300880575,43967.652904228555,100254.98645156581,47746.59976113915,50188.70264735836,-73.74063402601449,-0.27797140460127956,7865.240065704324,8589.91752433798,-202.7009481748768,-0.7640979498264696,14377.944583263523,-545.1087510598062,-198.30526338534943
61,1988,Jody Reed,BOS,109,400,1,60,28,45,21,1,3,0.292899408,2.142857142,0.3466227699800865,13.82338571548462,5.315695756101773,114.33528356706913,134.72778944714165,36.689076841370834,117.29011746451694,96.19349538842128,63.08917644794647,0.4610618948936462,0.281591385602951,0.2171987380194225,3.397024921551894,120995,1980s,4,0.25,0.0311653662527696,AL,AL,1,2,1,1,1,8,9,3,2,2,3,5,6,6,6,3,3.6875,1,2B,73.5625,48,reedjo01,Rookie of the Year,1988.0,AL,48.0,140.0,6.0,0.0,0.3428571428571428,1,0.0042299256412261,0.0,both,1988.0,reedjo01,2B,73.48091278275946,0.7427630782316516,1358.8099686207577,45734.11342682765,14675.630736548334,53891.115778856656,46916.04698580677,388.39980769003654,1.1774861879997036,11282.546373430401,7399.736916319277,52.715642494635254,0.15981455114030316,4943.03821969421,33.87924888613382,249.616491981415
64,1999,Trot Nixon,BOS,124,447,15,67,52,53,75,3,1,0.270341207,0.706666666,0.3592919479082296,9.723920345306396,5.268721450598012,108.54398034817368,126.30025723618776,106.78157143906984,102.76152093893997,107.33758718093192,122.411014060029,0.6913716793060303,1.0710755586624146,-0.3524100631615661,2.9836228736369206,119811,1990s,4,0.75,0.0240614747873945,AL,AL,5,3,1,1,2,4,3,3,3,3,4,3,10,4,3,7,3.6875,1,RF,107.5,91,nixontr01,Rookie of the Year,1999.0,AL,1.0,140.0,0.0,0.0,0.0071428571428571,1,0.0055755780589195,0.0,both,1999.0,nixontr01,RF,51.232627707222235,0.2538996429489543,1333.6794245157034,48519.159215633634,47731.362433264214,56456.21498457593,45934.399859706165,323.8543025624074,1.0719916740925588,11030.17371262863,12579.141984486545,75.04423397187759,0.24840427738644746,13486.53994083888,35.420787853202896,152.85883990379293
65,2022,Adley Rutschman,BAL,113,470,13,70,42,65,86,4,0,0.253768844,0.755813953,0.3538266050054672,19.139655113220215,19.83307790753597,134.94376892348123,173.73288440148033,82.35629064799546,116.92282267986032,113.50607461339706,127.8804628743155,2.014536619186402,1.9648432731628416,0.1847337860183446,5.645437409980619,668939,2020s,4,1.0,0.0499596230971736,AL,AL,4,3,1,3,3,4,5,2,1,3,1,4,8,2,2,13,3.6875,1,C,42.1875,10,rutscad01,Rookie of the Year,2022.0,AL,68.0,150.0,1.0,0.0,0.4533333333333333,1,0.017827757691915,0.0,both,2022.0,rutscad01,C,379.5982709838657,0.26742708500575174,2653.355582690891,63423.571394036175,38707.45660455787,81654.45566869575,54953.726659534346,761.816601324401,1.9975059525443002,13271.450635109219,14952.144684872052,271.84916402738094,0.7127966526259163,14307.995922882912,764.7146174768404,2142.998279776276
66,2009,Andrew McCutchen,PIT,108,493,12,74,54,54,83,22,5,0.286374133,0.650602409,0.3633346126667108,0.4184072017669678,17.922272121553885,122.02057404403132,118.11791127755596,96.27435269200924,107.74641455519718,111.62856997911167,118.20440194480402,1.9554860591888428,1.4074727296829224,0.5314894286661083,3.381653787330775,457705,2000s,27,0.8148148148148148,0.0313116091419516,NL,AL,6,4,4,2,4,3,3,1,2,5,8,3,5,1,4,4,3.6875,1,CF,76.1875,44,mccutan01,Rookie of the Year,2009.0,NL,25.0,160.0,2.0,0.0,0.15625,1,0.0181063523998966,0.0,both,2009.0,mccutan01,CF,7.498807727685498,0.23638637427404396,1667.155317154072,60156.14300370744,47463.255877160555,58232.13025983509,53118.98237571221,412.63133634827375,1.2286718689927427,12027.578177173205,12736.10049419401,238.6095314773232,0.7104957698905309,11371.725449578878,14.663813972026555,25.358371552792946
67,1977,Mitchell Page,OAK,145,592,21,85,75,78,95,42,5,0.307385229,0.821052631,0.4044583957015034,-6.035225868225098,46.92691154495368,157.15274421089555,157.01889099435456,123.79322472425184,122.57694169425184,128.5846460878241,153.7346599336655,3.645838022232056,4.029633045196533,-0.4724340148117889,6.24034288807149,120172,1970s,47,0.8936170212765957,0.0430368475039413,AL,AL,14,1,1,6,1,1,1,1,1,1,10,1,4,2,1,13,3.6875,1,LF,50.9375,20,pagemi02,Rookie of the Year,1977.0,AL,9.0,28.0,9.0,0.0,0.3214285714285714,1,0.0251437104981521,0.0,both,1977.0,pagemi02,LF,-283.21451047201543,0.33208162992075846,3694.282989738322,93034.42457285017,73285.5890367571,92955.1834686579,72565.54948299708,980.68700967738,2.523959073136681,15761.512666283223,18844.324447074552,572.9534501421916,1.4745897974595195,19437.87485881694,-1032.5542307267126,-1767.3556562226902
68,1980,Dave Stapleton,BOS,106,472,7,61,45,13,32,3,2,0.320712694,0.40625,0.3547914264795606,8.747599363327026,6.6442852658170874,112.4279982911705,33.239650414078376,57.01863814883961,102.07664319395909,116.069991544992,109.62424739372464,0.2558866143226623,0.0193565003573894,0.2305664223214829,3.232110140313767,122684,1980s,5,0.6,0.0304916050972996,AL,AL,1,3,9,6,5,2,4,1,1,3,2,3,5,4,4,6,3.6875,2,1B,100.1875,83,staplda01,Rookie of the Year,1980.0,AL,40.0,140.0,3.0,0.0,0.2857142857142857,1,0.0024140246634213,0.0,both,1980.0,staplda01,1B,58.121545561024696,0.14413401700732148,1525.555986228098,53066.015193432475,26912.797206252293,15689.114995444994,48180.175587548685,363.37967333207104,1.146724967220974,11848.035112463996,11190.07518661553,28.76881983780168,0.09078637691256251,1895.2795991542616,14.872525512810972,187.85523677849653
72,1984,Dan Gladden,SFG,86,384,4,71,31,33,37,31,16,0.350877192,0.891891891,0.3865084965178307,-3.0,21.254251154092614,149.462563599983,98.76987392522172,70.70777138003895,124.91003328851453,116.84792296863752,80.69459384948449,1.2619353532791138,1.8065022230148315,-0.6031697069928577,3.2826186135948543,114838,1980s,47,0.6595744680851063,0.0381699838790099,NL,AL,1,1,6,3,1,2,7,5,1,2,6,2,8,4,2,8,3.6875,2,CF,73.125,43,gladdda01,Rookie of the Year,1984.0,NL,9.0,120.0,0.0,0.0,0.075,1,0.0146736668985943,0.0,both,1984.0,gladdda01,CF,-63.76275346227784,0.3447237938468549,1260.525547620424,57393.62442239348,27151.78420993496,37927.63158728514,47965.45278278958,490.628593308909,1.268759984981993,14595.477947706293,10079.564403942268,188.6120929985466,0.4877487360986078,6983.797664739847,-80.46447281646863,-209.308801369333
