Season,Name,Team,G,PA,HR,R,RBI,BB,SO,SB,CS,AVG,BB/K,wOBA,Def,Off,wRC+,BB%+,K%+,OBP+,SLG+,ISO+,WPA,WPA/LI,Clutch,WAR,MLBAMID,decade,sb_att,sb_pct,WAR/G,league,award_id,rookie_of_the_year,K%+_rank,wRC+_rank,BB%+_rank,BB/K_rank,OBP+_rank,SLG+_rank,ISO+_rank,WAR_rank,WAR/G_rank,wOBA_rank,Def_rank,Off_rank,PA_rank,WPA_rank,WPA/LI_rank,Clutch_rank,mean_rookie_rank,rookie_rank,pos,mean_mlb_rank,mlb_rank,key_bbref,awardID,yearID,lgID,pointsWon,pointsMax,votesFirst,unanimous,vote_share,vote_getter,WPA/G
1988,Jody Reed,BOS,109,400,1,60,28,45,21,1,3,0.292899408,2.142857142,0.3466227699800865,13.82338571548462,5.315695756101773,114.33528356706913,134.72778944714165,36.689076841370834,117.29011746451694,96.19349538842128,63.08917644794647,0.4610618948936462,0.281591385602951,0.2171987380194225,3.397024921551894,120995,1980s,4,0.25,0.03116536625276967,AL,AL,0,1,2,1,1,1,8,9,3,2,2,3,5,6,6,6,3,3.6875,1,batter,73.5625,48,reedjo01,Rookie of the Year,1988.0,AL,48.0,140.0,6.0,0.0,0.34285714285714286,1,0.004229925641226112
1999,Trot Nixon,BOS,124,447,15,67,52,53,75,3,1,0.270341207,0.706666666,0.3592919479082296,9.723920345306396,5.268721450598012,108.54398034817368,126.30025723618776,106.78157143906984,102.76152093893997,107.33758718093192,122.411014060029,0.6913716793060303,1.0710755586624146,-0.3524100631615661,2.9836228736369206,119811,1990s,4,0.75,0.02406147478739452,AL,AL,0,5,3,1,1,2,4,3,3,3,3,4,3,10,4,3,7,3.6875,1,batter,107.5,91,nixontr01,Rookie of the Year,1999.0,AL,1.0,140.0,0.0,0.0,0.007142857142857143,1,0.005575578058919599
2022,Adley Rutschman,BAL,113,470,13,70,42,65,86,4,0,0.253768844,0.755813953,0.3538266050054672,19.139655113220215,19.83307790753597,134.94376892348123,173.73288440148033,82.35629064799546,116.92282267986032,113.50607461339706,127.8804628743155,2.014536619186402,1.9648432731628416,0.1847337860183446,5.645437409980619,668939,2020s,4,1.0,0.04995962309717362,AL,AL,0,4,3,1,3,3,4,5,2,1,3,1,4,8,2,2,13,3.6875,1,batter,42.1875,10,rutscad01,Rookie of the Year,2022.0,AL,68.0,150.0,1.0,0.0,0.4533333333333333,1,0.01782775769191506
2009,Andrew McCutchen,PIT,108,493,12,74,54,54,83,22,5,0.286374133,0.650602409,0.3633346126667108,0.4184072017669678,17.922272121553885,122.02057404403132,118.11791127755596,96.27435269200924,107.74641455519718,111.62856997911167,118.20440194480402,1.9554860591888428,1.4074727296829224,0.5314894286661083,3.381653787330775,457705,2000s,27,0.8148148148148148,0.03131160914195162,NL,AL,0,6,4,4,2,4,3,3,1,2,5,8,3,5,1,4,4,3.6875,1,batter,76.1875,44,mccutan01,Rookie of the Year,2009.0,NL,25.0,160.0,2.0,0.0,0.15625,1,0.01810635239989669
1977,Mitchell Page,OAK,145,592,21,85,75,78,95,42,5,0.307385229,0.821052631,0.4044583957015034,-6.035225868225098,46.92691154495368,157.15274421089555,157.01889099435456,123.79322472425184,122.57694169425184,128.5846460878241,153.7346599336655,3.645838022232056,4.029633045196533,-0.4724340148117889,6.24034288807149,120172,1970s,47,0.8936170212765957,0.04303684750394131,AL,AL,0,14,1,1,6,1,1,1,1,1,1,10,1,4,2,1,13,3.6875,1,batter,50.9375,20,pagemi02,Rookie of the Year,1977.0,AL,9.0,28.0,9.0,0.0,0.32142857142857145,1,0.02514371049815211
1980,Dave Stapleton,BOS,106,472,7,61,45,13,32,3,2,0.320712694,0.40625,0.3547914264795606,8.747599363327026,6.6442852658170874,112.4279982911705,33.239650414078376,57.01863814883961,102.07664319395909,116.069991544992,109.62424739372464,0.2558866143226623,0.0193565003573894,0.2305664223214829,3.232110140313767,122684,1980s,5,0.6,0.030491605097299687,AL,AL,0,1,3,9,6,5,2,4,1,1,3,2,3,5,4,4,6,3.6875,2,batter,100.1875,83,staplda01,Rookie of the Year,1980.0,AL,40.0,140.0,3.0,0.0,0.2857142857142857,1,0.0024140246634213425
1984,Dan Gladden,SFG,86,384,4,71,31,33,37,31,16,0.350877192,0.891891891,0.3865084965178307,-3.0,21.254251154092614,149.462563599983,98.76987392522172,70.70777138003895,124.91003328851453,116.84792296863752,80.69459384948449,1.2619353532791138,1.8065022230148315,-0.6031697069928577,3.2826186135948543,114838,1980s,47,0.6595744680851063,0.03816998387900993,NL,AL,0,1,1,6,3,1,2,7,5,1,2,6,2,8,4,2,8,3.6875,2,batter,73.125,43,gladdda01,Rookie of the Year,1984.0,NL,9.0,120.0,0.0,0.0,0.075,1,0.014673666898594347
2000,Mitch Meluskey,HOU,117,400,14,47,69,55,74,1,0,0.299703264,0.743243243,0.3812004439628522,0.673525333404541,10.613949942438955,119.03588840858536,137.5288731499584,114.18081033525648,114.37686717954836,109.0189682548863,107.89844997355496,1.3196464776992798,0.6771219372749329,0.6195894985516559,2.253936132745805,136581,2000s,1,1.0,0.019264411390989784,AL,AL,0,10,2,1,4,1,3,4,3,3,2,5,2,11,3,4,2,3.75,2,batter,89.8125,72,melusmi01,Rookie of the Year,2000.0,NL,7.0,160.0,0.0,0.0,0.04375,1,0.011279029723925468
1995,Chipper Jones,ATL,140,602,23,87,86,73,99,8,4,0.265267175,0.737373737,0.3544848371545473,0.2674892544746399,8.781475828362536,111.93224051799145,136.3889497276291,102.24741826307158,103.72022396546514,106.93538733621656,122.97906854696194,2.2986860275268555,1.8695287704467771,0.3798249542465326,2.873818371939169,116706,1990s,12,0.6666666666666666,0.020527274085279778,NL,AL,0,6,3,4,2,3,5,4,4,5,5,11,3,1,1,1,2,3.75,1,batter,72.75,47,jonesch06,Rookie of the Year,1995.0,NL,104.0,140.0,10.0,0.0,0.7428571428571429,1,0.01641918591090611
1997,Mike Cameron,CHW,116,446,14,63,55,55,105,23,2,0.258575197,0.523809523,0.3490479864331454,18.462391525506973,9.720475601950104,110.44707358446462,136.27642743156898,142.51346081260664,104.42995667926876,100.8890076883378,110.32747583258045,1.387678146362305,0.9325984120368958,0.5319387957665125,4.33210423852491,111904,1990s,25,0.92,0.03734572619418026,AL,AL,0,11,4,1,3,2,6,5,2,2,4,2,3,7,3,3,2,3.75,3,batter,85.25,70,camermi01,Rookie of the Year,1997.0,AL,5.0,140.0,0.0,0.0,0.03571428571428571,1,0.011962742641054352
1996,Edgar Renteria,MIA,106,471,5,68,31,33,68,16,2,0.308584686,0.485294117,0.3383683254723864,16.693413257598877,5.558047159723158,105.70062375438448,78.73504866349401,87.9643730813761,105.63792611204872,94.5426590772634,59.43815770641569,0.4835018813610077,0.1742973178625106,0.3247706613319351,3.53977612782051,121074,1990s,18,0.8888888888888888,0.03339411441340104,NL,AL,0,4,4,4,3,4,7,7,2,1,5,3,2,4,4,5,2,3.8125,4,batter,110.3125,103,renteed01,Rookie of the Year,1996.0,NL,84.0,140.0,10.0,0.0,0.6,1,0.004561338503405733
1980,Lonnie Smith,PHI,100,331,3,69,20,26,48,33,13,0.338926174,0.541666666,0.3777473430807997,-4.824073553085327,15.439697592599046,137.8092835030565,93.75527964208578,119.71604076642632,120.61934042047928,114.40332145802132,86.37846424829321,1.5845797061920166,1.388649582862854,0.1696490224029323,2.218766277308395,122430,1980s,46,0.717391304347826,0.022187662773083948,NL,AL,0,8,1,3,4,1,3,6,3,2,1,7,2,9,2,2,7,3.8125,3,batter,96.5625,81,smithlo01,Rookie of the Year,1980.0,NL,49.0,120.0,4.0,0.0,0.4083333333333333,1,0.015845797061920165
1982,Kent Hrbek,MIN,140,591,23,82,92,54,80,3,1,0.300751879,0.675,0.3695618883548723,-3.508230209350586,16.81739833910927,123.69878527283534,108.33101555718744,107.83614249528858,110.61967896928591,120.5325867401976,133.20245859793266,4.339540004730225,2.218876600265503,1.8944195813081384,3.3287274160783977,116243,1980s,4,0.75,0.023776624400559984,AL,AL,0,9,2,4,5,2,1,4,5,4,2,12,1,7,1,1,1,3.8125,1,batter,65.1875,33,hrbekke01,Rookie of the Year,1982.0,AL,90.0,140.0,4.0,0.0,0.6428571428571429,1,0.030996714319501604
1992,Moises Alou,WSN,115,377,9,53,56,25,46,16,2,0.281524926,0.54347826,0.3495360189868557,1.5803601741790771,11.772086904339757,122.85933706754426,78.26955159625975,84.50500011889392,101.0430115196604,119.1857316025537,141.50173105544823,0.7911880612373352,0.875137448310852,-0.1200773998579821,2.6646995245419776,110189,1990s,18,0.8888888888888888,0.0231713002134085,NL,AL,0,3,2,6,4,6,2,2,4,3,2,4,3,7,5,3,5,3.8125,3,batter,92.25,73,aloumo01,Rookie of the Year,1992.0,NL,30.0,120.0,0.0,0.0,0.25,1,0.00687989618467248
1988,Mark Grace,CHC,134,550,7,65,57,60,43,3,3,0.296296296,1.395348837,0.3482501716788755,-18.76865530014038,10.772645265713717,119.81862622520192,131.7576037126508,56.086668127992326,115.92787934387452,107.20812992311204,89.25061640979719,1.4440839290618896,1.7749974727630615,-0.3448641750359194,1.051662473308507,115007,1980s,6,0.5,0.007848227412750052,NL,AL,0,2,1,2,2,2,4,6,8,8,1,11,1,4,1,1,7,3.8125,2,batter,85.5625,62,gracema01,Rookie of the Year,1988.0,NL,61.0,120.0,7.0,0.0,0.5083333333333333,1,0.010776745739267833
1987,Kevin Seitzer,KCR,161,725,15,105,83,80,85,12,7,0.322932917,0.94117647,0.3831369592833914,-3.561618685722351,30.391896890713156,133.9822213448712,123.44721898437668,76.23829874497883,119.7141193273168,110.35547894716376,91.35458450500094,2.684962272644043,3.541597366333008,-0.7395226729419719,5.077243656501908,121983,1980s,19,0.631578947368421,0.03153567488510502,AL,AL,0,5,3,2,4,1,6,8,2,2,3,8,2,1,3,2,10,3.875,2,batter,57.3125,27,seitzke01,Rookie of the Year,1987.0,AL,64.0,140.0,0.0,0.0,0.45714285714285713,1,0.016676784302136913
1979,Rickey Henderson,OAK,89,398,1,49,26,34,39,33,11,0.273504273,0.871794871,0.31018800001878,-18.17786931991577,-2.067991566385663,91.0721210003062,99.40339742585456,83.57145471595416,101.24174309293694,82.31611173828533,45.17025405233003,0.6465377807617188,-0.170225515961647,0.7595898279610698,-0.6934716159341585,115749,1970s,44,0.75,-0.007791815909372567,AL,AL,0,3,4,2,1,2,6,6,6,6,6,7,3,5,1,3,1,3.875,5,batter,144.125,175,henderi01,Rookie of the Year,1979.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.007264469446760885
1999,Brian Daubach,BOS,110,420,21,61,73,36,92,0,1,0.293963254,0.391304347,0.3926688168730055,-9.511885643005373,16.48114719857187,130.14222349516004,91.30385147613497,139.40588464898318,103.40012585551868,127.61246499179914,162.15485056469055,1.7768776416778564,1.3587086200714111,0.598131494184033,2.0384769314338804,136766,1990s,1,0.0,0.018531608467580733,AL,AL,0,11,1,3,6,1,1,1,4,4,1,10,1,11,1,2,4,3.875,2,batter,110.3125,96,daubabr01,Rookie of the Year,1999.0,AL,16.0,140.0,1.0,0.0,0.11428571428571428,1,0.01615343310616233
2003,Scott Podsednik,MIL,154,628,9,100,58,56,91,43,10,0.313620071,0.615384615,0.3605573891050221,-7.239334583282471,19.336426912310888,116.67724700449092,98.85855098618993,89.86044227044803,111.3089623475792,102.71065299928634,79.46417759293398,3.832303762435913,1.8621416091918943,2.0136970305431356,3.2195395539526803,325392,2000s,53,0.8113207547169812,0.02090610099969273,NL,AL,0,4,2,3,2,1,8,14,2,3,1,14,1,5,1,1,1,3.9375,1,batter,83.0625,61,podsesc01,Rookie of the Year,2003.0,NL,81.0,160.0,8.0,0.0,0.50625,1,0.024885089366466967
1989,Jerome Walton,CHC,116,515,5,64,46,27,77,24,7,0.292631578,0.35064935,0.3260252871550619,-1.0,3.434157073561175,102.79001236033903,59.63581416313119,104.33018890829013,104.36893704819434,101.87901344070067,74.48155067434362,2.3137736320495605,0.6317005753517151,1.7683421594743614,1.981404271114023,123901,1980s,31,0.7741935483870968,0.017081071302707095,NL,AL,0,4,5,8,6,2,5,6,3,3,4,4,5,3,1,3,1,3.9375,3,batter,107.125,104,waltoje01,Rookie of the Year,1989.0,NL,116.0,120.0,22.0,0.0,0.9666666666666667,1,0.01994632441422035
1996,Derek Jeter,NYY,157,654,10,104,78,48,102,14,7,0.314432989,0.470588235,0.3537242890694042,-5.539074897766113,5.32816047006032,106.47222777149751,76.64906767773077,99.57016501426008,105.71795474555854,96.529561901612,68.59339929472378,-0.2854642271995544,0.5451177954673767,-0.8283306973060006,2.2398865481364374,116539,1990s,21,0.6666666666666666,0.014266793300232086,AL,AL,1,5,3,5,4,3,4,5,3,3,1,6,3,1,5,4,8,3.9375,5,batter,127.5,133,jeterde01,Rookie of the Year,1996.0,AL,140.0,140.0,28.0,1.0,1.0,1,-0.00181824348534748
1984,Tim Teufel,MIN,157,652,14,76,61,76,73,1,3,0.262323943,1.04109589,0.3363024917347038,13.727949142456056,1.3822754107784565,103.17066557747827,141.18257231109504,84.04980767852726,107.03627211864732,100.46908081129811,102.3681622374106,2.538914680480957,0.2564188838005066,2.28260052212649,3.7189666398136887,123212,1980s,4,0.25,0.023687685603908847,AL,AL,0,3,6,4,2,4,6,6,3,5,4,2,6,3,2,6,1,3.9375,3,batter,68.75,38,teufeti01,Rookie of the Year,1984.0,AL,5.0,140.0,0.0,0.0,0.03571428571428571,1,0.016171431085865967
2000,Rafael Furcal,ATL,131,542,4,87,37,73,80,40,14,0.294505494,0.9125,0.3550817188134113,10.699928760528564,6.519991014681513,106.6055901263984,134.7146283204757,91.09868181816168,112.37849075277234,85.66944863489226,50.74031426768541,1.8864996433258057,1.359930396080017,0.5912156988428203,3.336549484761082,279577,2000s,54,0.7407407407407407,0.025469843395122763,NL,AL,0,7,5,2,2,2,11,12,1,1,6,2,3,4,1,2,3,4.0,3,batter,89.0625,69,furcara02,Rookie of the Year,2000.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.014400760636074853
1980,Rick Peters,DET,133,546,2,79,42,54,48,13,7,0.291404612,1.125,0.3402371828338509,-2.6460903882980347,3.8168223142336224,106.34612438000508,119.35928841163376,73.93625547888468,111.39109797569408,93.4984867429441,62.88096772144486,0.9682081341743468,0.6696529388427734,0.2855320080817165,2.03045144810512,120460,1980s,20,0.65,0.01526655224139188,AL,AL,0,2,4,1,1,2,9,10,4,5,4,6,4,2,3,3,4,4.0,4,batter,100.625,84,peterri01,Rookie of the Year,1980.0,AL,3.0,140.0,0.0,0.0,0.02142857142857143,1,0.007279760407325916
1981,Gary Ward,MIN,85,326,3,42,29,28,48,5,2,0.264406779,0.583333333,0.3102729609293967,-6.842936754226685,-2.3968695892212044,92.36256143570944,102.59122396505032,121.2628871858477,101.39072723951652,96.4462016408002,81.53725996679265,-0.3573242127895355,-0.2118375599384308,-0.157773273485791,0.0955756015561146,123915,1980s,7,0.7142857142857143,0.0011244188418366424,AL,AL,0,3,5,2,3,4,4,4,5,5,4,5,4,5,4,4,3,4.0,5,batter,113.5,137,wardga01,Rookie of the Year,1981.0,AL,1.0,140.0,0.0,0.0,0.007142857142857143,1,-0.004203814268112183
1982,Wade Boggs,BOS,104,381,5,51,44,35,21,1,0,0.349112426,1.666666666,0.3778325295320465,12.998512029647827,13.06052206300782,128.46003969802172,108.9154789802745,43.90926379965418,123.77151655834956,109.56351862376668,66.31973587431833,0.7929220199584961,1.0454087257385254,-0.2776658936723146,3.9209644693210577,111153,1980s,1,1.0,0.037701581435779404,AL,AL,0,2,1,3,1,1,5,14,2,1,1,2,2,13,5,3,9,4.0625,2,batter,67.0,37,boggswa01,Rookie of the Year,1982.0,AL,10.0,140.0,0.0,0.0,0.07142857142857142,1,0.0076242501919086166
2014,José Abreu,CHW,145,622,36,80,107,51,131,3,1,0.316546762,0.389312977,0.4112368425388116,-14.649203062057495,43.14535292006892,167.40992093473054,106.27801368965552,106.83409660804249,120.9356211974239,148.5002857270592,192.23588819349965,4.196798324584961,4.548276901245117,-0.3847097529506396,5.2719763699511795,547989,2010s,4,0.75,0.03635845772380124,AL,AL,1,13,1,5,5,1,1,1,1,2,1,21,1,1,1,1,10,4.125,1,batter,56.6875,22,abreujo02,Rookie of the Year,2014.0,AL,150.0,150.0,30.0,1.0,1.0,1,0.028943436721275594
1978,Carney Lansford,LAA,121,500,8,63,52,31,67,20,9,0.293598233,0.462686567,0.3359753730089137,-4.272634029388428,8.073388079792885,113.32777496579727,73.06334386678316,113.34694377460356,104.02146207322448,105.59075566589956,91.11799846051905,0.7044299840927124,1.2103636264801023,-0.5565321503315825,2.193522114320574,117488,1970s,29,0.6896551724137931,0.01812828193653367,AL,AL,0,8,2,6,7,2,3,3,5,4,2,7,2,6,1,2,6,4.125,3,batter,114.875,118,lansfca01,Rookie of the Year,1978.0,AL,2.0,28.0,2.0,0.0,0.07142857142857142,1,0.005821735405724896
2021,Jonathan India,CIN,150,631,21,98,69,71,141,12,3,0.268796992,0.503546099,0.3626584939433585,-4.2916340827941895,17.16996682459125,121.7039570420598,122.49843264085314,100.19437806857536,115.3096000913282,109.11131104498494,110.74729561830657,1.8059037923812864,1.962818384170532,-0.0946432605762708,3.41497767566014,663697,2020s,15,0.8,0.022766517837734267,NL,AL,0,7,3,1,3,1,9,8,2,3,1,13,2,1,2,1,9,4.125,1,batter,71.9375,41,indiajo01,Rookie of the Year,2021.0,NL,148.0,150.0,29.0,0.0,0.9866666666666667,1,0.012039358615875243
1974,Bill Madlock,CHC,128,509,9,65,54,42,39,11,7,0.313465783,1.076923076,0.3672099911783594,-7.187023639678955,11.366541729813829,120.25086542649052,87.28939103048266,63.29158492163138,111.72162028492536,116.43756457640949,109.50295523966152,0.1376757174730301,0.8963400721549988,-0.7709504510986278,2.2614601191329418,118127,1970s,18,0.6111111111111112,0.017667657180726107,NL,AL,0,3,3,5,3,3,1,1,6,6,2,10,4,4,4,4,7,4.125,3,batter,85.875,70,madlobi01,Rookie of the Year,1974.0,NL,1.0,24.0,1.0,0.0,0.041666666666666664,1,0.0010755915427580476
1989,Gregg Jefferies,NYM,141,559,12,72,56,39,46,21,6,0.257874015,0.847826086,0.3142286735588518,-11.458847999572754,3.594613372907782,103.14326577537788,79.36032089980685,57.421233891550614,97.8009404548406,103.58970952655449,107.6303726963552,0.475829154253006,0.0991227328777313,0.3949728807122169,1.1284826957697132,116513,1980s,27,0.7777777777777778,0.008003423374253285,NL,AL,0,1,4,5,1,5,3,5,6,6,6,8,3,2,4,6,2,4.1875,4,batter,111.625,106,jeffegr01,Rookie of the Year,1988.0,NL,3.0,120.0,0.0,0.0,0.025,1,0.0033746748528581984
2004,Jason Bay,PIT,120,472,26,61,82,41,129,4,6,0.282238442,0.317829457,0.3823922023978284,-13.100908279418944,15.60087444226112,130.24557520079492,96.01749796549906,167.22871289377633,104.77598053208976,125.8557918815185,159.88460693698335,1.3103300333023071,0.7663930058479309,0.5030865971892542,1.792741977018348,424726,2000s,10,0.4,0.0149395164751529,NL,AL,0,14,1,4,11,2,1,1,4,4,1,14,1,6,1,1,2,4.25,2,batter,109.6875,90,bayja01,Rookie of the Year,2004.0,NL,146.0,160.0,25.0,0.0,0.9125,1,0.010919416944185892
2009,Chris Coghlan,MIA,128,565,9,84,47,53,77,8,5,0.321428571,0.688311688,0.3741565433996064,-12.171712398529053,21.32820007146498,126.56132617362408,101.15709260502666,77.93305685228124,114.99661090200615,109.06628963676314,88.85851739643675,1.4463813304901123,1.6093761920928955,-0.0610245224956893,2.6885723769442498,458085,2000s,13,0.6153846153846154,0.02100447169487695,NL,AL,0,2,2,7,1,1,4,10,3,5,2,15,1,1,3,3,8,4.25,2,batter,85.5625,61,coghlch01,Rookie of the Year,2009.0,NL,105.0,160.0,17.0,0.0,0.65625,1,0.011299854144454002
1993,Mike Piazza,LAD,149,602,35,81,112,46,86,3,4,0.31809872,0.53488372,0.4012971988460361,16.520780563354492,36.3049744893609,150.05157906695712,89.7154661631717,98.71011973742752,110.19783770276516,135.9342194817894,171.32953958130884,3.7991726398468018,5.0212907791137695,-1.4344192064747627,7.431850040252651,120536,1990s,7,0.42857142857142855,0.049878188189615105,NL,AL,0,11,1,10,10,3,1,2,1,1,1,1,1,5,1,1,18,4.25,1,batter,54.625,21,piazzmi01,Rookie of the Year,1993.0,NL,140.0,140.0,28.0,1.0,1.0,1,0.025497802951991957
1989,Craig Worthington,BAL,145,566,15,57,70,61,114,1,2,0.247484909,0.535087719,0.3288512437101354,-9.1264266371727,4.028647962062827,107.53698261003454,127.66839789228604,141.21546741623848,102.52030718932244,100.14451075047334,111.22911753795988,-1.0095757246017456,0.4402885138988495,-1.4960197455268005,1.5197909882539635,124585,1980s,3,0.3333333333333333,0.010481317160372162,AL,AL,0,7,2,1,4,3,6,4,4,5,3,7,2,1,7,4,8,4.25,5,batter,121.6875,123,worthcr01,Rookie of the Year,1989.0,AL,16.0,140.0,0.0,0.0,0.11428571428571428,1,-0.00696259120414997
1991,Chuck Knoblauch,MIN,151,636,1,78,50,59,40,25,5,0.281415929,1.475,0.3223504701873514,0.7261040210723877,-1.244084119870152,94.34728069226064,104.77064351953662,42.422094628473104,106.6549495637906,88.76130049608373,51.28810266760384,0.4411422312259674,0.5281317234039307,-0.0663557741994576,2.0765651025512946,117197,1990s,30,0.8333333333333334,0.013752086771862878,AL,AL,1,1,6,5,1,3,6,9,5,5,3,4,4,2,5,3,6,4.25,3,batter,103.75,91,knoblch01,Rookie of the Year,1991.0,AL,136.0,140.0,26.0,0.0,0.9714285714285714,1,0.002921471729973294
1985,Mark Salas,MIN,120,382,9,51,41,18,37,0,1,0.3,0.486486486,0.3433194707496096,6.558414936065674,3.319190655361524,108.36976264653484,54.57736380865343,71.10753180841736,101.63359480058192,113.002117078269,109.68331569338704,0.95492023229599,0.0303241107612848,0.8974166585646319,2.3287695914315387,121628,1980s,1,0.0,0.01940641326192949,AL,AL,0,3,3,10,6,4,3,4,3,2,3,3,3,10,3,8,1,4.3125,2,batter,97.625,79,salasma01,Rookie of the Year,1985.0,AL,2.0,140.0,0.0,0.0,0.014285714285714285,1,0.007957668602466583
2017,Aaron Judge,NYY,155,678,52,128,114,127,208,9,4,0.284132841,0.610576923,0.430184422851145,4.595535755157471,60.5979639734395,173.81664358316738,222.39964416132705,144.07026973415847,129.99277409414998,145.92629001596632,197.61381468974088,2.102989196777344,5.852397441864014,-3.635870049843406,8.716005682807138,592450,2010s,13,0.6923076923076923,0.056232294727787985,AL,AL,1,22,1,1,2,1,1,1,1,1,1,6,1,1,3,1,25,4.3125,1,batter,44.625,11,judgeaa01,Rookie of the Year,2017.0,AL,150.0,150.0,30.0,1.0,1.0,1,0.013567672237273188
1992,Pat Listach,MIL,149,649,1,93,47,55,124,54,18,0.29015544,0.443548387,0.32368989969535,5.900890827178955,4.641739523725372,101.24321859675648,95.57549001809048,136.13681767856988,107.1076462168177,90.61391767795033,46.7213669144749,0.9962078928947448,0.5077818036079407,0.4813459898994977,3.3655498912728827,117815,1990s,72,0.75,0.022587583162905253,NL,AL,1,6,6,4,6,3,6,7,2,4,6,3,4,2,3,5,2,4.3125,4,batter,109.6875,103,listapa01,Rookie of the Year,1992.0,AL,122.0,140.0,20.0,0.0,0.8714285714285714,1,0.006685959012716408
